Student_ID,Gender,Graduation_Year,Branch,CGPA,Tenth_Percentage,Twelfth_Percentage,Backlogs,Internship,Projects,Certifications,Skills,DSA_Score,Technical_Score,Aptitude_Score,Communication_Score,Placement_Status,Company,Job_Role,Package_LPA
STU20241195,Male,2026,Mechanical,6.93,81.1,69.5,3,No,2,0,"MATLAB, AutoCAD, Excel, SolidWorks, Python, C",83.2,95.1,56.0,66.5,Not Placed,Not Placed,Not Placed,0.0
STU20241196,Male,2026,CSE,8.6,84.0,98.0,0,No,2,3,"Python, Git, Node.js",91.5,94.3,81.1,65.8,Placed,Zoho,Data Analyst,6.07
STU20241197,Female,2024,CSE,8.72,85.7,65.8,0,Yes,2,3,"Java, C++, Node.js, React",87.7,89.8,84.4,72.6,Placed,Deloitte,Data Analyst,9.43
STU20241198,Male,2024,ECE,7.83,74.2,77.8,2,No,2,1,"MATLAB, Java, C++, Python",96.1,83.9,93.9,68.2,Placed,Tech Mahindra,Software Developer,5.85
STU20241199,Male,2024,IT,9.16,83.8,78.0,1,Yes,3,2,"Java, MongoDB, DSA, Git, Python",81.1,84.4,64.4,80.5,Placed,Wipro,QA Engineer,7.72
STU20241200,Female,2024,EEE,8.08,83.4,89.7,0,No,2,1,"MATLAB, Java, AutoCAD, SQL, C, Arduino",80.9,98.0,95.2,72.4,Placed,Wipro,Graduate Engineer Trainee,4.44
STU20241201,Male,2026,ECE,7.55,66.0,67.6,1,Yes,2,1,"Python, C++, Arduino, Embedded C, SQL, IoT",71.1,83.2,66.8,90.4,Placed,Infosys,QA Engineer,4.73
STU20241202,Male,2024,ECE,6.71,86.7,73.8,3,No,0,0,"IoT, Embedded C, SQL, MATLAB",97.9,72.9,67.9,57.3,Not Placed,Not Placed,Not Placed,0.0
STU20241203,Male,2026,Mechanical,8.77,95.8,83.5,0,No,4,1,"Python, C++, Excel",98.0,98.0,73.6,68.4,Placed,Tata Motors,Production Engineer,7.02
STU20241204,Male,2024,EEE,8.3,85.4,76.2,2,No,2,3,"Arduino, Embedded C, SQL, Java, C",93.7,93.0,76.5,57.2,Not Placed,Not Placed,Not Placed,0.0
STU20241205,Male,2024,CSE,9.53,87.5,75.4,0,Yes,3,0,"React, MongoDB, SQL, Git, C++, Java",95.5,84.0,87.2,67.2,Placed,Zoho,QA Engineer,7.44
STU20241206,Male,2024,CSE,9.8,86.6,81.3,0,No,2,1,"SQL, C++, MongoDB, Git, JavaScript",88.3,92.3,92.7,62.7,Placed,Cognizant,Backend Developer,8.31
STU20241207,Male,2026,ECE,6.66,72.4,70.8,1,Yes,2,0,"Embedded C, Python, IoT, C, Git, Arduino",98.0,80.6,63.5,82.3,Not Placed,Not Placed,Not Placed,0.0
STU20241208,Male,2026,ECE,6.66,73.9,70.8,3,No,1,0,"Embedded C, Python, C",85.4,74.0,67.8,61.2,Not Placed,Not Placed,Not Placed,0.0
STU20241209,Male,2027,CSE,5.57,78.7,76.6,2,Yes,0,1,"MongoDB, Python, DSA",59.0,55.0,50.4,89.7,Not Placed,Not Placed,Not Placed,0.0
STU20241210,Female,2024,IT,8.68,72.9,81.3,0,Yes,3,0,"Node.js, Python, Java",82.6,98.0,83.5,90.4,Placed,Infosys,Support Engineer,7.87
STU20241211,Male,2026,EEE,8.21,71.1,81.0,0,Yes,2,2,"AutoCAD, C, Python, IoT, Embedded C",83.7,88.3,76.3,81.5,Not Placed,Not Placed,Not Placed,0.0
STU20241212,Female,2027,Mechanical,7.63,74.3,77.9,1,No,3,0,"C, SolidWorks, SQL, C++, MATLAB, ANSYS",74.2,77.3,60.4,55.3,Not Placed,Not Placed,Not Placed,0.0
STU20241213,Male,2025,ECE,6.71,79.4,79.8,3,No,1,1,"IoT, Embedded C, SQL, Git, Python",66.9,82.2,50.7,86.2,Not Placed,Not Placed,Not Placed,0.0
STU20241214,Male,2024,IT,7.82,71.5,85.2,1,Yes,3,0,"Python, Git, Java, SQL",63.4,77.3,73.4,67.8,Placed,Zoho,Support Engineer,5.83
STU20241215,Male,2024,CSE,8.16,76.8,75.0,1,No,2,2,"Python, Java, React",52.1,71.1,89.6,65.0,Placed,Zoho,QA Engineer,6.27
STU20241216,Male,2024,ECE,8.42,78.3,83.5,1,No,3,0,"C, Java, C++, Python",98.0,85.2,94.3,75.2,Placed,Infosys,Embedded Engineer,6.63
STU20241217,Male,2027,IT,8.13,71.2,67.9,1,No,2,1,"Java, MongoDB, React, Git, Python, JavaScript",74.6,91.0,55.7,58.7,Not Placed,Not Placed,Not Placed,0.0
STU20241218,Female,2025,ECE,8.31,61.7,61.7,3,No,3,1,"IoT, C, MATLAB, Embedded C, Java, C++",80.4,84.0,85.4,83.9,Not Placed,Not Placed,Not Placed,0.0
STU20241219,Male,2026,EEE,7.54,69.7,88.1,3,No,1,0,"AutoCAD, MATLAB, Arduino, C",76.0,75.5,80.5,78.5,Not Placed,Not Placed,Not Placed,0.0
STU20241220,Male,2027,CSE,9.0,82.3,77.0,0,No,3,1,"Java, C++, React",95.9,88.2,94.0,98.0,Placed,TCS,Web Developer,7.71
STU20241221,Male,2025,CSE,8.54,82.8,79.8,0,No,1,0,"React, Git, Node.js, Python, JavaScript, DSA",89.5,81.8,80.3,72.6,Placed,Deloitte,Backend Developer,6.14
STU20241222,Male,2026,CSE,6.99,78.9,,2,Yes,2,1,"MongoDB, Node.js, SQL",87.3,80.0,63.6,71.4,Placed,TCS,QA Engineer,6.47
STU20241223,Male,2024,Mechanical,8.73,84.1,69.7,0,No,3,2,"SQL, C, Excel",93.0,98.0,85.1,93.1,Placed,Tata Motors,Graduate Engineer Trainee,6.96
STU20241224,Male,2026,ECE,8.79,75.6,73.7,0,No,3,0,"Python, MATLAB, Java, Embedded C, SQL",83.2,94.4,41.7,46.6,Not Placed,Not Placed,Not Placed,0.0
STU20241225,Male,2024,CSE,8.4,73.1,82.2,0,Yes,4,4,"MongoDB, Node.js, Java, Git",98.0,98.0,60.7,75.7,Placed,Tech Mahindra,Backend Developer,8.85
STU20241226,Male,2025,Mechanical,7.79,80.1,72.4,1,Yes,2,3,"SQL, Python, C, Excel, C++, MATLAB",76.8,98.0,59.9,71.4,Placed,Mahindra,Design Engineer,3.81
STU20241227,Male,2025,IT,9.31,79.8,77.8,0,Yes,4,5,"Git, AWS, Python, MongoDB, Node.js",98.0,92.5,68.5,87.8,Placed,Infosys,Support Engineer,7.21
STU20241228,Male,2026,IT,6.51,80.6,67.4,3,Yes,1,2,"Java, DSA, JavaScript, AWS",51.6,74.4,46.3,98.0,Not Placed,Not Placed,Not Placed,0.0
STU20241229,Male,2026,Civil,8.56,82.1,86.3,0,No,2,1,"Primavera, MATLAB, GIS",98.0,93.6,66.9,60.9,Not Placed,Not Placed,Not Placed,0.0
STU20241230,Male,2026,CSE,7.6,86.0,81.6,1,Yes,3,0,"DSA, Git, MongoDB",69.8,63.2,63.2,86.9,Placed,TCS,Backend Developer,4.99
STU20241231,Female,2024,CSE,8.93,77.1,75.7,0,Yes,4,1,"SQL, Python, C++, DSA, Java",72.2,94.4,72.3,89.7,Placed,Accenture,Data Analyst,9.67
STU20241232,Male,2027,ECE,7.85,85.1,81.0,0,Yes,2,2,"Embedded C, IoT, C++, MATLAB, Git, SQL",63.7,76.3,75.1,88.8,Placed,L&T Technology Services,Software Developer,6.79
STU20241233,Female,2024,CSE,6.94,89.6,72.0,2,No,2,2,"Git, Python, SQL, JavaScript, Node.js",77.1,79.7,51.5,71.9,Placed,Capgemini,Data Analyst,4.47
STU20241234,Male,2027,EEE,7.23,76.5,72.2,1,No,2,1,"AutoCAD, SQL, IoT, Java",98.0,79.8,63.0,77.6,Not Placed,Not Placed,Not Placed,0.0
STU20241235,Male,2026,CSE,8.87,83.7,78.6,0,No,3,0,"MongoDB, SQL, Git, JavaScript, Python",84.5,69.7,74.3,57.6,Placed,Deloitte,Software Developer,6.62
STU20241236,Male,2026,CSE,7.82,71.0,80.6,0,Yes,2,3,"JavaScript, Java, C++, DSA",77.8,98.0,47.2,94.3,Placed,Cognizant,QA Engineer,6.22
STU20241237,Male,2025,CSE,7.47,82.9,68.9,0,No,2,1,"Python, Node.js, Git, C++, MongoDB, Java",86.6,75.5,68.9,56.1,Placed,Capgemini,Data Analyst,6.92
STU20241238,Male,2026,IT,7.37,84.3,78.4,1,Yes,2,1,"JavaScript, SQL, Python, Node.js, MongoDB",69.9,94.8,72.6,61.4,Not Placed,Not Placed,Not Placed,0.0
STU20241239,Female,2026,CSE,8.55,75.9,95.6,0,Yes,3,2,"JavaScript, C++, Node.js, DSA, Java",83.5,73.5,84.1,69.6,Placed,Cognizant,Web Developer,7.97
STU20241240,Male,2024,CSE,9.49,85.8,81.9,0,Yes,3,1,"DSA, Git, Python, C++, SQL",85.8,86.0,60.8,66.2,Placed,TCS,Software Developer,7.57
STU20241241,Male,2027,Mechanical,5.73,74.3,70.7,1,No,0,1,"Python, Excel, AutoCAD, SQL",87.3,77.0,60.9,74.2,Not Placed,Not Placed,Not Placed,0.0
STU20241242,Male,2024,IT,9.8,85.2,80.9,0,Yes,2,1,"SQL, AWS, Python, Git, DSA",89.9,90.0,95.3,69.2,Placed,Wipro,Software Developer,6.83
STU20241243,Male,2026,IT,8.07,83.9,80.1,0,No,3,2,"JavaScript, MongoDB, React, Java",91.8,95.2,49.7,58.6,Placed,TCS,Data Analyst,6.8
STU20241244,Female,2026,CSE,8.49,82.9,66.7,0,Yes,4,0,"Git, DSA, SQL",78.9,93.2,73.9,59.6,Placed,Accenture,Backend Developer,9.13
STU20241245,Male,2027,IT,7.53,75.9,87.2,1,No,0,1,"DSA, Node.js, AWS",59.0,69.7,50.3,83.3,Not Placed,Not Placed,Not Placed,0.0
STU20241246,Male,2025,CSE,8.0,83.8,83.5,2,Yes,3,2,"React, DSA, C++, Java, JavaScript, MongoDB",90.5,98.0,66.4,79.3,Placed,Cognizant,Backend Developer,7.06
STU20241247,Female,2025,ECE,7.91,85.6,71.8,1,Yes,2,0,"Arduino, IoT, C, Embedded C",82.6,86.7,61.2,57.4,Placed,HCLTech,Software Developer,6.92
STU20241248,Female,2026,CSE,7.11,71.9,74.4,3,No,3,1,"Java, Node.js, Git, React, SQL",90.4,65.9,73.3,76.7,Placed,TCS,Web Developer,7.53
STU20241249,Male,2025,Mechanical,6.87,75.2,69.6,2,No,1,0,"SQL, Excel, C, C++, MATLAB",61.2,75.2,63.6,65.2,Not Placed,Not Placed,Not Placed,0.0
STU20241250,Male,2026,Civil,8.51,66.9,80.1,0,No,3,0,"Excel, STAAD Pro, GIS",83.9,91.9,57.4,50.1,Placed,Afcons Infrastructure,Design Engineer,6.84
STU20251251,Female,2025,CSE,6.68,78.8,73.5,4,No,1,0,"Git, React, SQL, DSA, C++",55.4,72.2,86.5,54.1,Not Placed,Not Placed,Not Placed,0.0
STU20251252,Male,2027,CSE,8.37,87.5,79.2,0,Yes,2,1,"Node.js, Python, SQL, MongoDB, DSA",75.9,85.7,75.8,85.2,Placed,Infosys,Data Analyst,9.46
STU20251253,Male,2025,CSE,7.69,75.4,68.6,0,No,3,1,"React, DSA, JavaScript, SQL, Python, C++",63.6,88.1,83.6,85.2,Placed,Accenture,Software Developer,8.28
STU20251254,Male,2024,ECE,6.93,76.3,70.3,2,No,3,0,"IoT, C, Git",73.7,61.1,53.5,77.4,Not Placed,Not Placed,Not Placed,0.0
STU20251255,Female,2025,CSE,9.68,80.7,89.2,0,No,2,3,"MongoDB, Git, Node.js, JavaScript",98.0,93.7,73.6,60.2,Placed,Cognizant,Web Developer,6.81
STU20251256,Female,2024,Mechanical,6.74,72.2,69.5,2,Yes,3,1,"AutoCAD, C++, CATIA, MATLAB, ANSYS, C",65.9,74.8,79.9,79.2,Placed,Mahindra,Production Engineer,4.87
STU20251257,Male,2025,EEE,6.69,76.4,54.6,1,No,1,3,"Java, MATLAB, SQL, Arduino, C, Embedded C",60.5,86.8,57.0,74.9,Not Placed,Not Placed,Not Placed,0.0
STU20251258,Male,2025,Mechanical,7.39,71.0,73.9,1,No,0,2,"ANSYS, SolidWorks, Excel, Python, CATIA",69.9,73.6,69.5,39.0,Placed,Maruti Suzuki,Production Engineer,3.86
STU20251259,Male,2026,ECE,7.1,74.1,91.1,2,No,2,2,"C++, Arduino, MATLAB, Embedded C, Git",73.3,98.0,67.5,76.0,Not Placed,Not Placed,Not Placed,0.0
STU20251260,Male,2025,Civil,7.51,70.4,81.2,3,No,2,1,"AutoCAD, Revit, GIS, Primavera, STAAD Pro",86.8,75.0,39.3,71.3,Not Placed,Not Placed,Not Placed,0.0
STU20251261,Female,2026,CSE,8.13,82.4,72.9,0,No,1,1,"DSA, C++, React, MongoDB, JavaScript",62.6,71.2,71.6,97.1,Placed,Tech Mahindra,Backend Developer,6.87
STU20251262,Male,2027,IT,8.1,79.9,76.5,2,No,1,1,"React, Git, AWS",48.0,94.6,67.0,92.9,Placed,Accenture,Software Developer,5.7
STU20251263,Male,2026,IT,7.79,74.5,80.8,0,No,2,0,"Git, JavaScript, AWS, React",79.7,86.2,69.0,68.1,Placed,Zoho,Software Developer,6.15
STU20251264,Female,2025,Civil,6.9,75.5,61.3,3,Yes,2,3,"Primavera, Python, GIS, STAAD Pro, C",94.8,85.6,58.2,78.3,Not Placed,Not Placed,Not Placed,0.0
STU20251265,Male,2024,ECE,8.3,77.2,71.4,1,No,4,0,"Arduino, Git, Java, Embedded C",84.2,83.3,56.4,70.5,Placed,Bosch,Software Developer,7.65
STU20251266,Female,2024,Mechanical,7.46,84.7,77.9,0,No,2,0,"ANSYS, CATIA, Excel, AutoCAD",82.1,75.0,59.3,63.4,Not Placed,Not Placed,Not Placed,0.0
STU20251267,Male,2026,CSE,7.58,73.9,86.6,0,No,3,1,"Python, React, C++, Git, JavaScript",79.4,87.2,63.5,52.6,Placed,Capgemini,Backend Developer,7.41
STU20251268,Female,2026,Civil,8.76,84.3,75.6,1,Yes,3,1,"SQL, AutoCAD, Excel",95.2,82.9,82.9,65.0,Placed,L&T,Site Engineer,6.98
STU20251269,Male,2024,ECE,7.65,72.2,86.6,2,Yes,4,1,"MATLAB, Java, Python, Embedded C",79.7,98.0,63.3,67.5,Placed,Tech Mahindra,QA Engineer,5.42
STU20251270,Male,2024,ECE,8.68,85.4,73.2,0,No,2,3,"SQL, Python, Embedded C, MATLAB, IoT, C",82.5,93.0,76.1,83.3,Placed,Bosch,Software Developer,5.96
STU20251271,Male,2025,Civil,8.54,86.6,54.4,1,No,2,2,"Excel, AutoCAD, MATLAB, C, Revit",98.0,85.2,76.8,71.6,Placed,JLL,Graduate Engineer Trainee,4.6
STU20251272,Male,2025,IT,8.99,88.1,84.5,0,Yes,2,2,"Python, DSA, Java, SQL",98.0,86.0,68.9,66.2,Placed,TCS,Support Engineer,8.65
STU20251273,Male,2027,IT,8.49,89.5,81.7,0,Yes,4,3,"Node.js, SQL, React, Python, Java",79.1,80.5,86.6,64.2,Placed,TCS,Data Analyst,6.73
STU20251274,Male,2024,ECE,7.75,79.4,81.1,1,No,3,2,"SQL, IoT, C, Embedded C, Git, Python",73.3,92.5,66.1,74.3,Placed,L&T Technology Services,QA Engineer,5.85
STU20251275,Male,2024,CSE,7.95,86.5,81.3,0,No,3,0,"Git, DSA, MongoDB, C++, SQL, JavaScript",75.1,74.6,64.5,65.2,Placed,Zoho,Software Developer,6.02
STU20251276,Female,2025,IT,7.69,88.6,77.1,1,No,2,1,"DSA, JavaScript, SQL",65.0,80.2,85.1,56.4,Placed,Deloitte,Data Analyst,5.69
STU20251277,Male,2024,CSE,6.16,65.5,69.8,1,No,0,0,"JavaScript, Node.js, Java, Python, SQL",59.2,94.3,66.4,57.8,Placed,Wipro,Software Developer,3.6
STU20251278,Male,2024,CSE,8.61,,76.7,1,No,3,1,"Git, SQL, Python, MongoDB, DSA, React",84.1,69.5,43.3,90.2,Placed,Zoho,Software Developer,6.23
STU20251279,Female,2025,Mechanical,7.76,66.9,72.7,0,No,2,1,"SolidWorks, CATIA, C++, Python, SQL",69.5,80.8,36.5,67.5,Placed,L&T,Design Engineer,5.07
STU20251280,Male,2025,ECE,8.45,86.6,75.0,0,No,3,0,"Embedded C, C, Java, C++, Python",90.9,71.1,94.5,82.2,Placed,TCS,Embedded Engineer,5.02
STU20251281,Female,2024,IT,7.8,66.9,63.4,0,No,2,0,"Java, SQL, React, Python",58.9,74.6,72.3,47.8,Placed,Infosys,Full Stack Developer,5.89
STU20251282,Male,2026,IT,8.47,66.7,69.4,1,Yes,3,3,"Node.js, Python, DSA, JavaScript, SQL, React",70.7,89.4,71.6,87.2,Placed,TCS,Software Developer,7.73
STU20251283,Male,2026,IT,6.73,67.1,72.0,1,Yes,4,3,"Node.js, SQL, Java, Git, Python, React",86.6,70.6,38.1,82.3,Not Placed,Not Placed,Not Placed,0.0
STU20251284,Male,2024,ECE,6.76,62.7,57.6,2,No,2,2,"Git, C, Java, MATLAB",96.6,82.9,65.1,79.7,Not Placed,Not Placed,Not Placed,0.0
STU20251285,Female,2027,Civil,5.4,73.4,55.5,2,No,2,0,"C, Excel, AutoCAD, SQL",70.0,82.7,47.9,49.8,Not Placed,Not Placed,Not Placed,0.0
STU20251286,Male,2025,Civil,7.39,68.9,72.6,1,No,1,0,"STAAD Pro, Excel, MATLAB",64.4,79.8,65.5,69.4,Not Placed,Not Placed,Not Placed,0.0
STU20251287,Male,2027,IT,7.24,64.3,73.6,4,Yes,1,1,"DSA, SQL, MongoDB",60.3,86.1,59.5,63.2,Placed,Zoho,QA Engineer,4.96
STU20251288,Female,2027,IT,7.13,75.5,72.1,2,No,3,0,"SQL, Java, Python, AWS, DSA",73.6,94.4,64.8,54.9,Not Placed,Not Placed,Not Placed,0.0
STU20251289,Male,2025,IT,8.18,78.6,60.4,2,Yes,4,3,"SQL, JavaScript, Python, MongoDB",98.0,97.0,75.2,50.4,Placed,Zoho,Full Stack Developer,6.68
STU20251290,Female,2025,ECE,7.39,63.4,85.8,5,No,1,2,"Python, SQL, Arduino, Git, Embedded C",80.6,56.9,74.4,56.1,Not Placed,Not Placed,Not Placed,0.0
STU20251291,Female,2027,IT,6.68,69.7,63.0,1,No,1,1,"AWS, DSA, SQL, Java",56.1,76.7,65.9,55.2,Placed,HCLTech,QA Engineer,3.95
STU20251292,Female,2025,ECE,9.8,82.0,75.7,0,No,2,4,"MATLAB, Git, C, IoT, C++, Arduino",93.3,73.0,80.6,78.4,Placed,Bosch,Software Developer,5.3
STU20251293,Female,2024,ECE,7.72,74.8,67.0,2,Yes,3,0,"C++, C, Arduino",98.0,73.9,47.7,65.7,Placed,Wipro,QA Engineer,5.85
STU20251294,Female,2026,IT,6.98,73.1,82.9,3,No,3,2,"AWS, DSA, Python, SQL, Git, MongoDB",91.6,66.4,66.8,67.1,Placed,Deloitte,Full Stack Developer,4.45
STU20251295,Male,2026,IT,7.33,84.6,77.7,2,No,2,2,"React, Java, AWS, MongoDB, SQL",92.6,84.4,72.0,83.4,Not Placed,Not Placed,Not Placed,0.0
STU20251296,Female,2027,IT,7.75,92.4,72.6,2,No,2,1,"SQL, React, JavaScript, Git, Python, Java",88.4,72.8,70.0,69.9,Placed,Wipro,Support Engineer,5.36
STU20251297,Female,2026,CSE,7.85,75.4,72.4,1,No,0,3,"Node.js, Git, JavaScript, React, MongoDB",58.9,86.3,90.7,60.4,Not Placed,Not Placed,Not Placed,0.0
STU20251298,Male,2027,CSE,9.11,71.5,80.9,0,No,2,1,"React, JavaScript, Git",75.9,96.4,73.0,71.4,Placed,Zoho,QA Engineer,6.74
STU20251299,Male,2026,EEE,7.58,75.3,66.7,4,No,3,2,"IoT, Embedded C, C++, SQL, Python, Java",98.0,74.8,53.1,59.6,Not Placed,Not Placed,Not Placed,0.0
STU20251300,Female,2026,IT,9.48,83.1,83.3,0,Yes,4,1,"Python, AWS, DSA, SQL",88.3,95.9,77.9,51.9,Placed,Cognizant,Full Stack Developer,7.75
STU20251301,Male,2026,CSE,7.63,76.7,71.8,3,Yes,3,1,"C++, JavaScript, Java",57.9,56.5,63.1,77.5,Placed,Cognizant,Web Developer,7.54
STU20251302,Male,2027,ECE,8.11,82.5,,1,Yes,2,2,"Git, SQL, Arduino, MATLAB",87.8,70.6,50.0,80.8,Placed,TCS,Network Engineer,6.14
STU20251303,Male,2027,EEE,8.52,94.8,81.4,0,Yes,3,2,"C++, C, Embedded C, Python, AutoCAD",97.8,98.0,70.1,70.7,Placed,L&T Technology Services,Graduate Engineer Trainee,6.49
STU20251304,Male,2027,CSE,9.02,68.6,75.2,1,Yes,3,5,"MongoDB, SQL, C++, React, Java",86.6,88.8,95.3,71.4,Placed,Infosys,QA Engineer,7.23
STU20251305,Female,2027,Mechanical,8.67,76.1,64.0,0,No,3,2,"Python, ANSYS, C++",92.4,84.6,69.9,63.9,Not Placed,Not Placed,Not Placed,0.0
STU20251306,Male,2026,Civil,7.27,87.0,72.9,2,No,3,2,"Python, Primavera, C, AutoCAD, MATLAB",68.9,74.7,83.2,87.6,Not Placed,Not Placed,Not Placed,0.0
STU20251307,Female,2025,ECE,7.75,73.7,65.8,0,No,2,0,"Embedded C, Java, Git, Arduino, SQL",73.2,62.4,80.3,72.6,Placed,TCS,Embedded Engineer,5.96
STU20251308,Female,2027,EEE,5.54,77.4,70.5,2,No,1,0,"C++, Embedded C, Python, MATLAB, AutoCAD, SQL",43.5,56.9,92.9,67.5,Not Placed,Not Placed,Not Placed,0.0
STU20251309,Male,2024,CSE,7.83,82.0,74.3,2,Yes,2,0,"MongoDB, Python, Git, C++",66.3,80.1,77.2,84.6,Placed,Infosys,Web Developer,8.33
STU20251310,Female,2025,Civil,8.43,87.7,,0,Yes,1,1,"STAAD Pro, Excel, GIS, Revit, AutoCAD, SQL",96.9,79.8,74.7,85.7,Placed,Adani,Graduate Engineer Trainee,4.41
STU20251311,Male,2025,IT,8.66,93.0,69.3,0,Yes,4,0,"DSA, Java, Node.js, Git",48.5,98.0,75.8,78.3,Placed,TCS,Support Engineer,7.86
STU20251312,Female,2026,Civil,7.43,78.9,83.4,0,No,4,0,"Primavera, C, Revit, GIS, AutoCAD, Excel",77.5,75.0,73.3,80.6,Not Placed,Not Placed,Not Placed,0.0
STU20251313,Female,2026,ECE,9.19,68.8,76.6,0,No,4,3,"Arduino, Embedded C, C++, Python",84.5,95.8,73.4,75.7,Placed,L&T Technology Services,QA Engineer,6.28
STU20251314,Male,2024,CSE,7.67,72.3,92.2,1,No,2,3,"Python, JavaScript, MongoDB, Git, Node.js",85.5,79.9,64.1,69.6,Placed,Wipro,Backend Developer,6.61
STU20251315,Female,2024,CSE,7.39,91.8,75.2,0,No,4,2,"Java, C++, JavaScript, React, Git",56.3,94.3,75.6,80.9,Placed,Capgemini,Software Developer,5.89
STU20251316,Male,2025,EEE,7.25,66.2,77.0,0,No,2,1,"Python, SQL, Java, C++, Arduino",67.1,64.9,60.8,57.8,Placed,Schneider Electric,Embedded Engineer,5.19
STU20251317,Male,2025,ECE,6.8,78.5,73.6,0,No,2,0,"Java, C, C++",66.9,79.8,42.9,57.5,Not Placed,Not Placed,Not Placed,0.0
STU20251318,Female,2024,CSE,8.53,61.7,80.4,0,No,3,3,"Node.js, MongoDB, Python, C++",90.0,95.2,57.1,75.0,Placed,Capgemini,Backend Developer,7.35
STU20251319,Male,2026,EEE,7.9,68.3,84.0,1,Yes,3,2,"SQL, C, Embedded C, MATLAB",81.9,77.8,93.0,64.9,Placed,TCS,Software Developer,5.93
STU20251320,Male,2025,Mechanical,8.07,84.4,84.5,0,Yes,3,1,"SQL, SolidWorks, MATLAB",63.0,83.9,68.1,82.9,Placed,Tata Motors,Graduate Engineer Trainee,5.61
STU20251321,Male,2025,ECE,7.4,76.8,62.6,2,No,3,1,"Python, C, MATLAB, SQL, Embedded C, Java",75.4,85.4,79.6,72.0,Not Placed,Not Placed,Not Placed,0.0
STU20251322,Male,2025,IT,7.85,75.0,82.2,2,Yes,2,3,"AWS, DSA, Java, Python, MongoDB, React",69.9,79.3,62.3,97.8,Placed,HCLTech,QA Engineer,6.32
STU20251323,Female,2026,CSE,6.15,67.7,75.1,3,No,2,1,"Python, MongoDB, React, SQL",76.3,66.6,76.2,57.1,Placed,Wipro,Web Developer,5.42
STU20251324,Male,2027,Mechanical,7.87,63.7,76.5,1,Yes,2,1,,76.4,70.1,76.7,84.2,Not Placed,Not Placed,Not Placed,0.0
STU20251325,Male,2024,IT,7.98,82.8,88.5,0,Yes,3,2,"MongoDB, Git, JavaScript, SQL, Python",98.0,98.0,97.8,67.1,Placed,Deloitte,Software Developer,7.45
STU20251326,Male,2025,Mechanical,6.61,,85.1,0,No,4,0,"AutoCAD, C, SolidWorks, Python, SQL, MATLAB",70.1,72.4,83.6,72.5,Not Placed,Not Placed,Not Placed,0.0
STU20251327,Female,2026,IT,7.81,66.9,82.4,1,No,3,0,"DSA, JavaScript, Node.js",74.7,69.3,80.8,77.7,Placed,TCS,QA Engineer,6.08
STU20251328,Male,2024,ECE,7.53,77.0,71.5,1,Yes,4,0,"Git, Java, C++, Python, MATLAB, Arduino",76.3,64.0,62.5,77.8,Placed,TCS,Embedded Engineer,4.99
STU20251329,Male,2027,CSE,9.5,85.8,72.3,0,No,4,4,"Git, Node.js, SQL, JavaScript, Python",90.2,91.5,62.7,75.1,Placed,Capgemini,Web Developer,8.1
STU20251330,Male,2027,CSE,7.1,74.3,79.5,1,No,0,1,"Java, React, SQL, MongoDB",80.6,78.2,66.6,74.1,Placed,Tech Mahindra,Web Developer,4.56
STU20251331,Male,2026,EEE,7.93,,85.9,1,Yes,3,0,"Arduino, SQL, Python, Java, Embedded C",76.8,79.6,72.0,70.1,Placed,TCS,Embedded Engineer,6.67
STU20251332,Female,2027,ECE,6.82,75.3,59.2,1,Yes,3,0,"Python, Git, C, Embedded C, Arduino",71.9,80.1,62.0,83.3,Placed,Bosch,Embedded Engineer,5.28
STU20251333,Male,2025,ECE,7.28,71.3,82.3,2,No,0,1,"Arduino, C++, Python, SQL, Git, C",75.7,83.6,78.3,79.9,Placed,Tech Mahindra,QA Engineer,4.37
STU20251334,Male,2025,Civil,7.74,77.7,74.1,1,No,2,0,"Revit, GIS, MATLAB, Python",67.3,78.2,72.0,65.0,Not Placed,Not Placed,Not Placed,0.0
STU20251335,Female,2024,Civil,7.32,81.4,62.1,3,No,2,0,"C, Python, Excel, MATLAB, GIS",84.2,76.3,69.2,59.6,Not Placed,Not Placed,Not Placed,0.0
STU20251336,Male,2024,Mechanical,7.54,84.1,78.6,2,Yes,1,2,"CATIA, AutoCAD, SQL, C++, MATLAB",70.7,96.9,90.0,76.3,Placed,Mahindra,Production Engineer,3.96
STU20251337,Male,2025,CSE,8.28,84.2,83.7,0,Yes,2,1,"React, MongoDB, JavaScript",70.6,91.8,74.5,75.5,Placed,Infosys,Software Developer,7.59
STU20251338,Male,2025,ECE,7.33,71.6,72.3,2,Yes,4,2,"Python, MATLAB, C++, C, Arduino, IoT",59.6,88.5,51.7,53.8,Not Placed,Not Placed,Not Placed,0.0
STU20251339,Male,2026,Mechanical,8.3,83.2,,4,Yes,0,2,"Excel, CATIA, C++",63.3,80.1,86.5,75.8,Not Placed,Not Placed,Not Placed,0.0
STU20251340,Female,2024,IT,7.64,80.4,87.6,2,No,2,2,"DSA, MongoDB, Java",75.7,90.0,73.3,59.4,Not Placed,Not Placed,Not Placed,0.0
STU20251341,Female,2026,CSE,7.92,72.8,71.7,0,No,3,1,"SQL, JavaScript, C++, DSA, Java",81.0,87.6,68.1,46.0,Placed,Infosys,Data Analyst,7.7
STU20251342,Female,2024,Mechanical,7.86,74.4,84.3,2,Yes,3,3,"SQL, AutoCAD, C++",78.4,90.9,59.0,77.7,Not Placed,Not Placed,Not Placed,0.0
